Fecha,Region,Temperatura_C
2016-10-01,Carabobo,24.387718712661297
2016-10-01,Miranda,25.105306573687244
2016-10-01,Zulia,26.09382082812789
2016-11-01,Carabobo,23.634823575711266
2016-11-01,Miranda,24.297502107125297
2016-11-01,Zulia,25.32533911503066
2016-12-01,Carabobo,22.74384847915053
2016-12-01,Miranda,23.149693935483185
2016-12-01,Zulia,25.140618599849233
2017-01-01,Carabobo,21.991279858918745
2017-01-01,Miranda,22.348497246726083
2017-01-01,Zulia,24.959145745195258
2017-02-01,Carabobo,22.73906587307488
2017-02-01,Miranda,22.71070366855605
2017-02-01,Zulia,25.99480452585385
2017-03-01,Carabobo,23.035859276769656
2017-03-01,Miranda,23.230020766577013
2017-03-01,Zulia,25.638820290960155
2017-04-01,Carabobo,24.27861767398565
2017-04-01,Miranda,24.388800988770697
2017-04-01,Zulia,26.743308155762065
2017-05-01,Carabobo,23.948447864095613
2017-05-01,Miranda,24.08520960888353
2017-05-01,Zulia,26.2215528120841
2017-06-01,Carabobo,23.50039935456158
2017-06-01,Miranda,23.59619811004808
2017-06-01,Zulia,26.406180087047574
2017-07-01,Carabobo,23.28843232294355
2017-07-01,Miranda,23.715838391621674
2017-07-01,Zulia,26.737019770093184
2017-08-01,Carabobo,24.015414410644382
2017-08-01,Miranda,24.37073018208929
2017-08-01,Zulia,26.749381890012614
2017-09-01,Carabobo,24.483831825072116
2017-09-01,Miranda,24.89723905993452
2017-09-01,Zulia,26.82647263641951
2017-10-01,Carabobo,24.188342021382198
2017-10-01,Miranda,24.48097746854006
2017-10-01,Zulia,26.556561176047182
2017-11-01,Carabobo,23.947463345814867
2017-11-01,Miranda,24.389536663624312
2017-11-01,Zulia,25.80021625235463
2017-12-01,Carabobo,23.011345168839455
2017-12-01,Miranda,23.230507743346152
2017-12-01,Zulia,25.506686806919106
2018-01-01,Carabobo,23.223031631388665
2018-01-01,Miranda,23.06826424251551
2018-01-01,Zulia,25.675419405048387
2018-02-01,Carabobo,21.801179131950846
2018-02-01,Miranda,21.81641886830232
2018-02-01,Zulia,25.326128658644905
2018-03-01,Carabobo,23.6771099946842
2018-03-01,Miranda,23.32426506408177
2018-03-01,Zulia,27.00363755795172
2018-04-01,Carabobo,23.710033688341753
2018-04-01,Miranda,23.91600718260827
2018-04-01,Zulia,26.21789431794707
2018-05-01,Carabobo,23.777607423716802
2018-05-01,Miranda,24.267182342067485
2018-05-01,Zulia,26.336367870361187
2018-06-01,Carabobo,23.628363985555893
2018-06-01,Miranda,23.98182792418686
2018-06-01,Zulia,26.893233470814664
2018-07-01,Carabobo,23.12708138394123
2018-07-01,Miranda,23.604826802934383
2018-07-01,Zulia,26.884455270444448
2018-08-01,Carabobo,23.519282761184286
2018-08-01,Miranda,23.860037347266598
2018-08-01,Zulia,27.153951023890556
2018-09-01,Carabobo,23.955636341267393
2018-09-01,Miranda,24.220861959695185
2018-09-01,Zulia,26.544000050931288
2018-10-01,Carabobo,23.900696249363648
2018-10-01,Miranda,24.39423013512578
2018-10-01,Zulia,25.394245481474513
2018-11-01,Carabobo,23.591287851981747
2018-11-01,Miranda,23.978721177368527
2018-11-01,Zulia,25.793243364623095
2018-12-01,Carabobo,22.91374762042824
2018-12-01,Miranda,22.651577421967318
2018-12-01,Zulia,25.804984200132537
2019-01-01,Carabobo,23.028778421546917
2019-01-01,Miranda,22.587373567336158
2019-01-01,Zulia,26.139844756933655
2019-02-01,Carabobo,23.52129626761399
2019-02-01,Miranda,22.941880060619212
2019-02-01,Zulia,26.82896881513443
2019-03-01,Carabobo,24.071774399975652
2019-03-01,Miranda,23.650347413396105
2019-03-01,Zulia,27.251871050228488
2019-04-01,Carabobo,24.148158773665102
2019-04-01,Miranda,23.989990766018423
2019-04-01,Zulia,27.226829189278135
2019-05-01,Carabobo,24.560521077007593
2019-05-01,Miranda,24.523136587457202
2019-05-01,Zulia,27.050908752215832
2019-06-01,Carabobo,23.86886473371743
2019-06-01,Miranda,23.968215961424505
2019-06-01,Zulia,26.842213582452814
2019-07-01,Carabobo,23.619742321815693
2019-07-01,Miranda,23.847742382961542
2019-07-01,Zulia,27.32512380617294
2019-08-01,Carabobo,23.842137600716683
2019-08-01,Miranda,24.310953012630137
2019-08-01,Zulia,27.892238800137136
2019-09-01,Carabobo,24.65583480506666
2019-09-01,Miranda,25.207655731258455
2019-09-01,Zulia,27.410195628665633
2019-10-01,Carabobo,23.942155611699548
2019-10-01,Miranda,24.50317698894446
2019-10-01,Zulia,26.022593563295516
2019-11-01,Carabobo,23.725008286569278
2019-11-01,Miranda,24.334156602685596
2019-11-01,Zulia,26.257771788752507
2019-12-01,Carabobo,24.018754167328552
2019-12-01,Miranda,24.031916093141604
2019-12-01,Zulia,26.747213784465146
2020-01-01,Carabobo,23.31810957116278
2020-01-01,Miranda,23.348776829349333
2020-01-01,Zulia,26.269905280123737
2020-02-01,Carabobo,23.721543132277816
2020-02-01,Miranda,23.538070206775615
2020-02-01,Zulia,27.02206837113505
2020-03-01,Carabobo,23.674696887479456
2020-03-01,Miranda,23.69320296572863
2020-03-01,Zulia,27.06384033227954
2020-04-01,Carabobo,25.409522410594434
2020-04-01,Miranda,25.15768411840213
2020-04-01,Zulia,27.912694926261565
2020-05-01,Carabobo,26.153852647257736
2020-05-01,Miranda,25.79010150595377
2020-05-01,Zulia,28.929685746644736
2020-06-01,Carabobo,24.304627394053625
2020-06-01,Miranda,24.55994291372275
2020-06-01,Zulia,26.789930341588388
2020-07-01,Carabobo,23.61175361892174
2020-07-01,Miranda,24.185327700632115
2020-07-01,Zulia,26.854012873774934
2020-08-01,Carabobo,23.844278241409427
2020-08-01,Miranda,24.397266461517802
2020-08-01,Zulia,26.890816298592483
2020-09-01,Carabobo,24.369646621750746
2020-09-01,Miranda,25.081172376845018
2020-09-01,Zulia,26.582971968667493
2020-10-01,Carabobo,24.295087625773647
2020-10-01,Miranda,24.85978666143359
2020-10-01,Zulia,26.357371856086502
2020-11-01,Carabobo,23.46563095086458
2020-11-01,Miranda,24.011351330767752
2020-11-01,Zulia,25.034662711473004
2020-12-01,Carabobo,23.017416385649653
2020-12-01,Miranda,23.435225579025996
2020-12-01,Zulia,25.29745800241477
2021-01-01,Carabobo,22.504527772266897
2021-01-01,Miranda,22.660146432464842
2021-01-01,Zulia,25.325823509228258
2021-02-01,Carabobo,22.990493371387686
2021-02-01,Miranda,22.69390745452688
2021-02-01,Zulia,26.583668656945747
2021-03-01,Carabobo,22.892395541970757
2021-03-01,Miranda,22.818277167678218
2021-03-01,Zulia,26.02044090672115
2021-04-01,Carabobo,24.12997821578233
2021-04-01,Miranda,23.963618263898127
2021-04-01,Zulia,26.52472760739238
2021-05-01,Carabobo,23.888504735262416
2021-05-01,Miranda,23.81269930390289
2021-05-01,Zulia,26.173353863766522
2021-06-01,Carabobo,23.490547314416858
2021-06-01,Miranda,23.591134301676163
2021-06-01,Zulia,25.960927240729745
2021-07-01,Carabobo,23.375165893102007
2021-07-01,Miranda,23.706623521203767
2021-07-01,Zulia,26.473179968124896
2021-08-01,Carabobo,23.559082569851398
2021-08-01,Miranda,23.938144477099968
2021-08-01,Zulia,26.37558126256846
2021-09-01,Carabobo,24.313535551782195
2021-09-01,Miranda,24.683437868857766
2021-09-01,Zulia,26.581309302441525
2021-10-01,Carabobo,24.047483159112346
2021-10-01,Miranda,24.57972101160908
2021-10-01,Zulia,26.19379762899257
2021-11-01,Carabobo,23.341428179199227
2021-11-01,Miranda,23.81312110146871
2021-11-01,Zulia,25.570587859313548
2021-12-01,Carabobo,22.88277167515963
2021-12-01,Miranda,23.080487918291112
2021-12-01,Zulia,25.811622493162645
2022-01-01,Carabobo,22.349361641231667
2022-01-01,Miranda,22.425585114284047
2022-01-01,Zulia,25.694652073155453
2022-02-01,Carabobo,22.555356298361517
2022-02-01,Miranda,22.644387379836985
2022-02-01,Zulia,25.83370013257121
2022-03-01,Carabobo,23.107314640879736
2022-03-01,Miranda,23.044018190591544
2022-03-01,Zulia,26.236073651199433
2022-04-01,Carabobo,23.941497306333872
2022-04-01,Miranda,23.92085221233981
2022-04-01,Zulia,26.215044293629205
2022-05-01,Carabobo,24.16359319789433
2022-05-01,Miranda,24.29097761319798
2022-05-01,Zulia,26.44062327610476
2022-06-01,Carabobo,23.33393072240773
2022-06-01,Miranda,23.649714234551823
2022-06-01,Zulia,25.8541159240238
2022-07-01,Carabobo,23.41548467365385
2022-07-01,Miranda,23.748049985396904
2022-07-01,Zulia,26.318360194550337
2022-08-01,Carabobo,23.42443498637101
2022-08-01,Miranda,23.880057188504566
2022-08-01,Zulia,26.101464834950264
2022-09-01,Carabobo,23.971639431676635
2022-09-01,Miranda,24.77013947228994
2022-09-01,Zulia,26.226191851027693
2022-10-01,Carabobo,23.638894555465413
2022-10-01,Miranda,24.147518097888735
2022-10-01,Zulia,25.58510540092942
2022-11-01,Carabobo,22.627905034608887
2022-11-01,Miranda,23.429922234015123
2022-11-01,Zulia,24.76369731002643
2022-12-01,Carabobo,22.070814932189478
2022-12-01,Miranda,22.54847953414975
2022-12-01,Zulia,24.635490134748125
2023-01-01,Carabobo,22.301011165307443
2023-01-01,Miranda,22.589442479533773
2023-01-01,Zulia,24.97304073438727
2023-02-01,Carabobo,22.256951051654312
2023-02-01,Miranda,22.2662815292951
2023-02-01,Zulia,25.717335085862942
2023-03-01,Carabobo,23.182653036406975
2023-03-01,Miranda,23.334241593874992
2023-03-01,Zulia,26.07433631292116
2023-04-01,Carabobo,23.85527364446807
2023-04-01,Miranda,24.14440160153208
2023-04-01,Zulia,26.474056362184058
2023-05-01,Carabobo,25.005842492408476
2023-05-01,Miranda,25.08651565883224
2023-05-01,Zulia,27.622473121899873
2023-06-01,Carabobo,23.9955378503264
2023-06-01,Miranda,24.606036913234675
2023-06-01,Zulia,27.504394064769997
2023-07-01,Carabobo,23.98761767553583
2023-07-01,Miranda,24.340603093598475
2023-07-01,Zulia,27.675411774710597
2023-08-01,Carabobo,24.89147004806341
2023-08-01,Miranda,25.61099778360034
2023-08-01,Zulia,28.136658833927413
2023-09-01,Carabobo,25.740942013469066
2023-09-01,Miranda,26.134110697615824
2023-09-01,Zulia,28.27176607393318
2023-10-01,Carabobo,25.44335600498181
2023-10-01,Miranda,25.915364672867213
2023-10-01,Zulia,27.054782497310953
2023-11-01,Carabobo,24.588985598423562
2023-11-01,Miranda,25.15695660128341
2023-11-01,Zulia,26.5560965870161
2023-12-01,Carabobo,24.280543914135876
2023-12-01,Miranda,24.496787088617623
2023-12-01,Zulia,26.947744088436252
2024-01-01,Carabobo,24.246412575782074
2024-01-01,Miranda,24.1506655749846
2024-01-01,Zulia,27.14823494846911
2024-02-01,Carabobo,24.36266838904055
2024-02-01,Miranda,24.71801750178696
2024-02-01,Zulia,26.591839017434552
2024-03-01,Carabobo,25.32032555815539
2024-03-01,Miranda,25.252652020326593
2024-03-01,Zulia,28.25990826971912
2024-04-01,Carabobo,25.361568008839924
2024-04-01,Miranda,25.559640018165567
2024-04-01,Zulia,27.727211884147493
2024-05-01,Carabobo,25.78301616441803
2024-05-01,Miranda,26.20028545427533
2024-05-01,Zulia,27.40712569957236
2024-06-01,Carabobo,24.41259086213688
2024-06-01,Miranda,24.85145583036342
2024-06-01,Zulia,27.22305486566114
2024-07-01,Carabobo,23.88119459171088
2024-07-01,Miranda,24.812028700675455
2024-07-01,Zulia,27.304414411511516
2024-08-01,Carabobo,24.638861122115372
2024-08-01,Miranda,25.292510026328216
2024-08-01,Zulia,27.732861923835856
2024-09-01,Carabobo,25.31698917204733
2024-09-01,Miranda,26.053892077399837
2024-09-01,Zulia,27.441680234021533
2024-10-01,Carabobo,25.057032330709887
2024-10-01,Miranda,25.76029352183002
2024-10-01,Zulia,26.849819794261293
2024-11-01,Carabobo,24.399658345116904
2024-11-01,Miranda,25.365086978212673
2024-11-01,Zulia,25.29037309952696
2024-12-01,Carabobo,23.98710407663151
2024-12-01,Miranda,24.453911350640908
2024-12-01,Zulia,25.880831867566712
2025-01-01,Carabobo,23.381968092236832
2025-01-01,Miranda,23.660938920493322
2025-01-01,Zulia,25.67258146254352
2025-02-01,Carabobo,23.41305506928245
2025-02-01,Miranda,23.552880092054806
2025-02-01,Zulia,26.405280277905547
2025-03-01,Carabobo,24.31550024182536
2025-03-01,Miranda,24.520771436671055
2025-03-01,Zulia,27.10485595181342
2025-04-01,Carabobo,24.04591767284677
2025-04-01,Miranda,24.240770281860932
2025-04-01,Zulia,26.297096397269797
2025-05-01,Carabobo,24.046488725403947
2025-05-01,Miranda,24.580157473632198
2025-05-01,Zulia,26.16167899327553
2025-06-01,Carabobo,23.728265353841493
2025-06-01,Miranda,23.780854567162066
2025-06-01,Zulia,26.175267924034245
2025-07-01,Carabobo,23.538172637896878
2025-07-01,Miranda,24.15174912166765
2025-07-01,Zulia,26.918950415450638
2025-08-01,Carabobo,23.8796731407445
2025-08-01,Miranda,24.57194508397913
2025-08-01,Zulia,27.076353958224388
2025-09-01,Carabobo,24.602686027604932
2025-09-01,Miranda,25.26327235105623
2025-09-01,Zulia,27.43099004929286
2025-10-01,Carabobo,24.61292182346517
2025-10-01,Miranda,25.458772005563276
2025-10-01,Zulia,26.07101634111001
2025-11-01,Carabobo,23.823366735227864
2025-11-01,Miranda,24.283114652994186
2025-11-01,Zulia,26.090147636235997
2025-12-01,Carabobo,23.012847309892834
2025-12-01,Miranda,23.3637991096997
2025-12-01,Zulia,25.49971896319721
2026-01-01,Carabobo,23.492228522969356
2026-01-01,Miranda,23.664770312883718
2026-01-01,Zulia,25.622159247858235
2026-02-01,Carabobo,23.98409635892392
2026-02-01,Miranda,24.0820773332336
2026-02-01,Zulia,25.6825828375803
2026-03-01,Carabobo,23.42979169861735
2026-03-01,Miranda,23.5348819171345
2026-03-01,Zulia,26.373589972583034
2026-04-01,Carabobo,24.333470125985798
2026-04-01,Miranda,24.566360870226504
2026-04-01,Zulia,26.377445765173775
